Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
07 - Central Visayas,Siquijor State College,SUC Main,Siquijor,Larena,www.siquijorstatecollege.edu.ph,(035) 377-2223; (035) 377-2222
07 - Central Visayas,Indiana School of Aeronautics,Private HEIs,Cebu,Lapu-Lapu City,www.iau.com.ph,(032) 505-7445; (032) 495-6636; (032) 495-6884
07 - Central Visayas,Immaculate Heart of Mary Seminary,Private HEIs,Bohol,Tagbilaran City,http://www.ihmstagbilaran.edu.ph,(038) 412-5198; (038) 412-5651
07 - Central Visayas,Holy Trinity College,Private HEIs,Cebu,Ginatilan,,(032) 478-9005
07 - Central Visayas,University of the Visayas-Gullas College of Medicine,Private HEIs,Cebu,Mandaue City,www.uv.edu.ph,(032) 345-21-59; (032) 255-2561
07 - Central Visayas,Negros Oriental State University -Bais II,SUC Satellite,Negros Oriental,Bais City,,
07 - Central Visayas,Foundation University,Private HEIs,Negros Oriental,Dumaguete City,www.foundationu.com,(035) 522-1693; (035) 422-9167 local 100
07 - Central Visayas,Benthel Asia School of Technology,Private HEIs,Cebu,Lapu-Lapu City,,
07 - Central Visayas,Asian College of Technology International Educational Foundation,Private HEIs,Cebu,Cebu City,www.act.edu.ph,(032)-2551773; (032)-2382381; (032)-2382380
07 - Central Visayas,Felipe R. Verallo Memorial Foundation-Bogo,Private HEIs,Cebu,Bogo City,,(032) 434-8210
07 - Central Visayas,Diaz College,Private HEIs,Negros Oriental,Tanjay City,,(035) 415-9157; (035) 527-0152
07 - Central Visayas,Bago City College,LUCs,,,,
07 - Central Visayas,Holy Name University,Private HEIs,Bohol,Tagbilaran City,http://www.hnu.edu.ph,(038) 412-3432; (038) 412-3387
07 - Central Visayas,Negros Oriental State University-Guihulngan,SUC Satellite,Negros Oriental,Guihulngan City,http://www.cvpc.edu.ph,(035) 336-1416; (035) 336-1083
07 - Central Visayas,Negros Oriental State University-Bais1,SUC Satellite,Negros Oriental,Bais City,http://www.cvpc.edu.ph,(035) 402-9190; (035) 541-5500; (035) 225-0777
07 - Central Visayas,Cebu Technological University-Tuburan Campus,SUC Satellite,Cebu,Tuburan,http://www.tuburan.ctu.edu.ph,(032) 463-9313; (032) 463-9492
07 - Central Visayas,Cebu Technological University-San Francisco Campus,SUC Satellite,Cebu,San Francisco,http://www.sanfran.ctu.edu.ph,(032) 402-4060 loc. 1205; 09496852745
07 - Central Visayas,Cebu Technological University-Moalboal Campus,SUC Satellite,Cebu,Moalboal,www.moalboal.ctu.edu.ph,(032) 474-8196
07 - Central Visayas,Cebu Technological University-Barili Campus,SUC Satellite,Cebu,Barili,http://www.barili.ctu.edu.ph,
07 - Central Visayas,Cebu Technological University-Danao City Campus,SUC Satellite,Cebu,Danao City,http://www.danao.ctu.edu.ph,(032)354-3660
07 - Central Visayas,Cebu Technological University-Daanbantayan Campus,SUC Satellite,Cebu,Daanbantayan,http://www.daanbantayan.ctu.edu.ph,(032) 437-8526
07 - Central Visayas,Cebu Technological University-Argao Campus,SUC Satellite,Cebu,Argao,http://www.argao.ctu.edu.ph,(032) 485-8290
07 - Central Visayas,Concord Technical Institute,Private HEIs,Cebu,Cebu City,,(032) 418-9503; (032) 236-4546; (032) 266-4937
07 - Central Visayas,Colegio De Santa Catalina De Alejandria,Private HEIs,Negros Oriental,Dumaguete City,www.cosca.edu.ph,(035) 422-3174; (035) 225-7435; (035) 422-7652
07 - Central Visayas,Negros Oriental State University-Mabinay Institute of Technology,SUC Satellite,Negros Oriental,Mabinay,,
07 - Central Visayas,Negros Oriental State University-Main Campus,SUC Main,Negros Oriental,Dumaguete City,www.norsu.edu.ph,(035) 225-9400 local 101; (035) 225-0777; (035) 225-9400 local 119
07 - Central Visayas,College of Technological Sciences-Cebu,Private HEIs,Cebu,Cebu City,www.ctscebuedu.com.ph,(032) 256-1303; (032) 256-1304; (032) 254-2434; (032) 256-1303 local 123
07 - Central Visayas,Cebu Technological University - Main,SUC Main,Cebu,Cebu City,http://www.ctu.edu.ph,(032) 412-1400; (032) 256-1537; (032) 412-1270
07 - Central Visayas,Cebu Normal University - Medellin,SUC Satellite,Cebu,Medellin,,
07 - Central Visayas,Cebu Normal University - Balamban,SUC Satellite,Cebu,Balamban,,
07 - Central Visayas,Cebu Normal University,SUC Main,Cebu,Cebu City,www.cnu.edu.ph,(032) 253-9611; (032) 253-6211
07 - Central Visayas,Cebu School of Midwifery,Private HEIs,Cebu,Cebu City,,(032) 254-9731 loc 207; (032) 255-4792; (032) 418-7169
07 - Central Visayas,Saint Paul College Foundation,Private HEIs,Cebu,Cebu City,,(032) 272-2985; (032) 272-8475 loc 9
07 - Central Visayas,Cebu Roosevelt Memorial College,Private HEIs,Cebu,Bogo City,,(032) 434-7488; (032) 434-7365
07 - Central Visayas,Cebu Institute of Technology-University,Private HEIs,Cebu,Cebu City,www.cit.edu,(032) 261-7741 local 131; (032) 261-7743
07 - Central Visayas,Cebu Institute of Medicine,Private HEIs,Cebu,Cebu City,www.cim.edu.ph,(032) 253-9498; (032) 253-9127; (032) 253-7412
07 - Central Visayas,Cebu Eastern College,Private HEIs,Cebu,Cebu City,www.cebueastern.com,"(032) 254-22761, (032) 256-2523; (032) 256-2526"
07 - Central Visayas,Cebu Doctor's University College of Medicine,Private HEIs,Cebu,Mandaue City,www.cebudoctorsuniversity.edu,(032) 238-8764; (032) 238-8333 Local 8186
07 - Central Visayas,Cebu Doctor's University,Private HEIs,Cebu,Mandaue City,www.cebudoctorsuniversity.edu,(032) 238-8333 Local 8186; (032) 238-8764; (032) 255-5555 Local 207
07 - Central Visayas,CATS Aero College,Private HEIs,Cebu,Cebu City,www.cats.edu.ph,(032) 233-0002; (032) 233-0097; (032) 233-0090
07 - Central Visayas,Bohol Island State University - Calape Polytechnic College,SUC Satellite,Bohol,Calape,www.bisu.calape@yahoo.com,(038) 507-9017
07 - Central Visayas,Bohol Island State University - Candijay,SUC Satellite,Bohol,Candijay,,09562534801
07 - Central Visayas,Bohol Island State University - Tagbilaran,SUC Satellite,Bohol,Tagbilaran City,http://www.bisu.edu.ph,(038) 411-3289; (038) 501-7516; (038) 411-3289; (038) 501-7516
07 - Central Visayas,BIT International College-Talibon,Private HEIs,Bohol,Talibon,www.bit-internationalcollege.com,(038) 510-7530; (038) 411-4856
07 - Central Visayas,Bohol Institute of Technology-Jagna,Private HEIs,Bohol,Jagna,www.bit-internationalcollege.com,(038) 531-8152; (038) 531-8640
07 - Central Visayas,BIT International College-Tagbilaran,Private HEIs,Bohol,Tagbilaran City,bit-icschools.com,(038) 501-8456; (038) 501-8640
07 - Central Visayas,Blessed Trinity College,Private HEIs,Bohol,Talibon,,(038) 515-5840
07 - Central Visayas,Baptist Theological College,Private HEIs,Cebu,Mandaue City,www.btccgst.org,(032) 345-0148
07 - Central Visayas,BIT International College - Siquijor,Private HEIs,Siquijor,Siquijor,,(038) 501-8042; (035) 480-9415
07 - Central Visayas,Asian College of Technology,Private HEIs,Cebu,Talisay City,www.act.edu.ph,(032) 238-2381; (032) 238-2384; (032) 238-2380
07 - Central Visayas,AMA Computer College-Cebu City,Private HEIs,Cebu,Cebu City,www.amaes.edu.ph,(032) 233-0553
06 - Western Visayas,St. Paul University of Iloilo,Private HEIs,Iloilo,Iloilo City,www.spuiloilo.edu.ph,"(033) 336-3648, (033) 336-5619; (033) 336-5619"
06 - Western Visayas,Saint Gabriel College,Private HEIs,Aklan,Kalibo,,(036) 268-9055; (036) 268-9317; (036) 268-4454
06 - Western Visayas,Saint Anthony's College-Antique,Private HEIs,Antique,San Jose de Buenavista,www.sac.edu.ph,(036) 634-0144
06 - Western Visayas,St. Anthony College of Roxas City,Private HEIs,Capiz,Roxas City,www.sachri.edu.ph,(036) 621-0431; (036) 621-4185
06 - Western Visayas,Aklan State University-Kalibo Campus,SUC Satellite,Aklan,Kalibo,kalibo.asu.edu.ph,(036) 268-5321; (036) 268-3042
06 - Western Visayas,Riverside College,Private HEIs,Negros Occidental,Bacolod City,www.riverside.edu.ph,(034) 705-0000; (034) 434-5243
06 - Western Visayas,Capiz State University-Pontevedra Campus,SUC Satellite,Capiz,Pontevedra,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,West Visayas State University-Pototan Campus,SUC Satellite,Iloilo,Pototan,www.wvsu.edu.ph,(033) 529-7227; (033) 529-8716; (033) 320-0870 Loc. 104
06 - Western Visayas,University of Antique - Main,SUC Main,Antique,Sibalom,www.antiquesprode.edu.ph,(034) 493-0126; (034) 493-0265
06 - Western Visayas,Philippine Normal University-Cadiz,SUC Satellite,Negros Occidental,Cadiz City,www.pnu.edu.ph,(034) 493-0126; (034) 493-0265
06 - Western Visayas,Capiz State University-Burias Campus,SUC Satellite,Capiz,Roxas City,www.capsu.edu.ph,(036) 6213-514; (036) 6214-337; (036) 6214-311
06 - Western Visayas,Panay Technological College,Private HEIs,Aklan,Kalibo,,(036) 268-5152; (036) 268-7667
06 - Western Visayas,Northwestern Visayan Colleges,Private HEIs,Aklan,Kalibo,www.nvc.edu.ph,(036) 262-3439
06 - Western Visayas,"Northern Iloilo Polytechnic State College-Estancia, Iloilo",SUC Main,Iloilo,Estancia,www.nipsc.edu.ph,(033) 397-0315; (033) 397-0314
06 - Western Visayas,North Negros College,Private HEIs,Negros Occidental,Cadiz City,www.nncollege.com,(034) 493-1178
06 - Western Visayas,Northern Iloilo Polytechnic State College-Barotac Viejo Campus,SUC Satellite,Iloilo,Barotac Viejo,www.nipsc.gov.ph,(033) 397-0314; (033) 397-0315
06 - Western Visayas,New Lucena Polytechnic College,Other Gov't Sch.,Iloilo,New Lucena,www.nvc.edu.ph,(033) 330-0001; 0939-9182415
06 - Western Visayas,Carlos Hilado Memorial State College - College of Fisheries-Binalbagan,SUC Satellite,Negros Occidental,Binalbagan,www.chmsc.edu.ph,(034) 388-8562; (034) 388-8621
06 - Western Visayas,Central Philippines State University-Main Campus,SUC Main,Negros Occidental,Kabankalan City,www.cpsu.edu.ph,(034) 471-3425; 09173015565; 09173017060
06 - Western Visayas,St. Therese-MTC Colleges-Tigbauan,Private HEIs,Iloilo,Tigbauan,,(033) 511-8679
06 - Western Visayas,Mount Carmel College,Private HEIs,Negros Occidental,Escalante City,,(034) 454-0213; (034) 454-0211
06 - Western Visayas,Iloilo Science and Technology University-Leon Campus,SUC Satellite,Iloilo,Leon,lnca.edu.ph,(033) 331-0040; (033) 331-0179
06 - Western Visayas,West Visayas State University-Lambunao Campus,SUC Satellite,Iloilo,Lambunao,www.wvsu.edu.ph,(033) 533-8053; (033) 533-8132
06 - Western Visayas,La Consolacion College-Isabela,Private HEIs,Negros Occidental,Isabela,,(034) 387-2146; (034) 387-2481
06 - Western Visayas,La Consolacion College-Bacolod,Private HEIs,Negros Occidental,Bacolod City,http://www.lcc.edu.ph,(034) 434-9661 to 63; (034) 433-5190; (034) 433-1472
06 - Western Visayas,La Carlota City College,LUCs,Negros Occidental,La Carlota City,www.lacarlotacitycollege.edu.ph,(034) 460-2303
06 - Western Visayas,Kabankalan Catholic College,Private HEIs,Negros Occidental,"Kabankalan City ",kcc.edu.ph,(034) 4712-479; (034) 4712-876 loc 103; (034) 4712-462
06 - Western Visayas,John B. Lacson Foundation Maritime University-Arevalo,Private HEIs,Iloilo,Iloilo City,www.arevalo.jblfmu.edu.ph,(033) 336-1080
06 - Western Visayas,John B. Lacson Foundation Maritime University-Molo,Private HEIs,Iloilo,Iloilo City,http://www.jblfmu.edu.ph/,(033) 323-3261; (033) 336-5449
06 - Western Visayas,John B. Lacson Colleges Foundation-Bacolod,Private HEIs,Negros Occidental,Bacolod City,http://www.jblfmu.edu.ph,(034) 434-8630; (034) 707-7749
06 - Western Visayas,Northern Negros State College of Science and Technology-Calatrava,SUC Satellite,Negros Occidental,Calatrava,www.nonescost.edu.com,(034) 722-4120
06 - Western Visayas,Northern Negros State College of Science and Technology-Escalante,SUC Satellite,Negros Occidental,Escalante City,www.nonescost.edu.com,(034) 722-4120
06 - Western Visayas,Northern Negros State College of Science and Technology-Cadiz,SUC Satellite,Negros Occidental,Cadiz City,www.nonescost.edu.com,(034) 722-4120
06 - Western Visayas,Northern Negros State College of Science and Technology,SUC Main,Negros Occidental,Sagay City,www.nonescost.edu.ph,(034) 722-4120
06 - Western Visayas,Iloilo State College of Fisheries-Main,SUC Main,Iloilo,Barotac Nuevo,http://www.iscof.edu.ph,(033) 361-2369
06 - Western Visayas,Iloilo Doctors' College of Medicine,Private HEIs,Iloilo,Iloilo City,www.idcmedicine.com,(033) 336-9550
06 - Western Visayas,Iloilo Doctors' College,Private HEIs,Iloilo,Iloilo City,www.idc.edu.ph,(033) 337-9122; (033) 337-2921; (033) 336-0775
06 - Western Visayas,Guimaras State College-Mosqueda,SUC Satellite,Guimaras,Jordan,,(033) 581-5505
06 - Western Visayas,Guimaras State College-Main,SUC Main,Guimaras,Buenavista,www1@gsc.edu.ph,(033) 580-8244; (033) 580-8245; (033) 580-8246
06 - Western Visayas,Garcia College of Technology,Private HEIs,Aklan,Kalibo,,(036) 268-5131
06 - Western Visayas,Filamer Christian University,Private HEIs,Capiz,Roxas City,http://www.filamer.edu.ph,(036) 621-3075; (036) 621-0471 local 101
06 - Western Visayas,Fellowship Baptist College Of Kabankalan,Private HEIs,Negros Occidental,Kabankalan City,info.fbc.edu.ph,(034) 471-2167; (034) 471-2156
06 - Western Visayas,Iloilo State college of Fisheries-Dumangas Campus,SUC Satellite,Iloilo,Dumangas,Http://www.iscof.edu.ph,(033) 361-2369
06 - Western Visayas,Iloilo State College of Fisheries-Dingle Campus,SUC Satellite,Iloilo,Dingle,http://www.iscof.edu.ph,(033) 528-3043
06 - Western Visayas,Vicente A. Javier Memorial Community College,LUCs,Antique,Culasi,,(036) 277-8660; (036) 277-8667
06 - Western Visayas,Northern Iloilo Polytechnic State College-Concepcion Campus,SUC Satellite,Iloilo,Concepcion,www.nipsc.edu.ph,(033) 392-0260
06 - Western Visayas,Colegio del Sagrado Corazon de Jesus,Private HEIs,Iloilo,Iloilo City,www.cscj.edu.ph,(033) 337-4654; (033) 336-9408
06 - Western Visayas,Colegio De Santa Rita De San Carlos,Private HEIs,Negros Occidental,San Carlos City,,(034) 312-6824; (034) 312-6212
06 - Western Visayas,Colegio de San Jose-Jaro,Private HEIs,Iloilo,Iloilo City,http://csj.dcphilippines.org,(033) 329-1595; (033) 329-4151; (033) 320-4605; (033) 329-6629
06 - Western Visayas,Colegio San Agustin-Bacolod,Private HEIs,Negros Occidental,Bacolod City,www.csab.edu.ph,(034) 433-9187; (034) 433-1248
06 - Western Visayas,Colegio de la Purisima Concepcion,Private HEIs,Capiz,Roxas City,www.purisima.edu.ph,(036) 621-1882; (036) 621-1221; (036) 621-4192; (036) 621-0286; (036) 621-4192; (036) 522-9730
06 - Western Visayas,Central Philippine University,Private HEIs,Iloilo,Iloilo City,http://www.cpu.edu.ph,"(033) 329-1971 to 1979, (033) 320-3824; (033) 320-3685; (033) 320-3686"
06 - Western Visayas,Central Philippine Adventist College,Private HEIs,Negros Occidental,Murcia,www.cpac.edu.ph,(034) 704-1800; (034) 704-2201-02
06 - Western Visayas,Carlos Hilado Memorial State College-Main,SUC Main,Negros Occidental,Talisay City,www.chmsc.edu.ph,(034) 495-4064; (034) 495-4657; (034) 495-5389
06 - Western Visayas,Carlos Hilado Memorial State College-Bacolod Campus,SUC Satellite,Negros Occidental,Bacolod City,www.chmsc.edu.ph,(034) 433-4611; (034) 707-1563
06 - Western Visayas,Capiz State University-Main,SUC Main,Capiz,Roxas City,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,West Visayas State University-Calinog Campus,SUC Satellite,Iloilo,Calinog,www.wvsu.edu.ph,033-1634; 033-0210; 033-0924
06 - Western Visayas,Cabarrus Catholic College,Private HEIs,Negros Occidental,Sipalay City,,(034) 213-0928
06 - Western Visayas,Cabalum Western College,Private HEIs,Iloilo,Iloilo City,www.cabalumwesterncollege.com,(033) 337-2230; (033) 337-2536; (033) 509-7459; (033) 337-2536 loc 109
06 - Western Visayas,Binalbagan Catholic College,Private HEIs,Negros Occidental,Binalbagan,,(034) 388-8383; (034) 388-8927
06 - Western Visayas,Northern Iloilo Polytechnic State College-Batad Campus,SUC Satellite,Iloilo,Batad,,(033) 396-0900
06 - Western Visayas,Bago City College,LUCs,Negros Occidental,Bago City,www.bagocitycollege.com,(034) 461-1962; (034) 461- 0546; (034) 461-1363; (034) 461-1038
06 - Western Visayas,ACSI College Iloilo,Private HEIs,Iloilo,Iloilo City,,(033) 509-9160
06 - Western Visayas,University of Antique - Hamtic,SUC Satellite,Antique,Hamtic,www.antiquespride.edu.ph,(036) 543-8161; 0915-7704140
06 - Western Visayas,Aklan State University-Banga Campus,SUC Main,Aklan,Banga,www.asu.edu.ph,(036) 267-5801
06 - Western Visayas,Aklan Polytechnic College,Private HEIs,Aklan,Kalibo,,(036) 262-5751; (036) 262-3202; (036) 262-3203
06 - Western Visayas,Aklan State University-New Washington,SUC Satellite,Aklan,New Washington,newwashington.asu.edu.ph,(036) 264-3567
06 - Western Visayas,Aklan Catholic College,Private HEIs,Aklan,Kalibo,http://www.acc.edu.ph,"(036) 268-4152; (036) 268-3387; (036) 268-4497; (036) 268-9171; (036) 268-4010; (036) 268-9171 "
06 - Western Visayas,Iloilo Merchant Marine School,Private HEIs,Iloilo,,,
06 - Western Visayas,I-Tech College-Bago City,Private HEIs,Negros Occidental,Bago City,NONE,(034) 454-2532
06 - Western Visayas,Iloilo City Community College,LUCs,Iloilo,Iloilo City,icccph.com,(033) 335-0798; (033) 337-2760; (033) 335-0798
06 - Western Visayas,St. Vincent College of Business and Accountancy,Private HEIs,Capiz,Ivisan,,(033) 396-2291; (033) 524-8081; 09164785439
06 - Western Visayas,Philippine College of Business and Accountancy,Private HEIs,Guimaras,Nueva Valencia,www.pcba.edu.ph,"0935-3954496; 0949-3780798 "
06 - Western Visayas,College of Arts and Sciences of Asia and the Pacific-Bacolod City,Private HEIs,Negros Occidental,Bacolod City,casap.edu.ph,(034) 435-7112; 0999-9963195; (034) 435-8163
06 - Western Visayas,Catholic Ming Yuan College,Private HEIs,Negros Occidental,Murcia,mingyuancollege@gmail.com,(034) 441-2570
06 - Western Visayas,Guimaras State College-Baterna Campus,SUC Satellite,Guimaras,San Lorenzo,,
06 - Western Visayas,Central Philippines State University - San Carlos Campus,SUC Satellite,Negros Occidental,San Carlos City,,0912-6582640
06 - Western Visayas,Hua Siong College of Iloilo,Private HEIs,Iloilo,Iloilo City,huasiong.edu.ph,(033) 335-0145; (033) 335-0498
06 - Western Visayas,Santa Isabel College of Iloilo City,Private HEIs,Iloilo,Iloilo City,,(033) 320-1421
06 - Western Visayas,Colegio de Sta. Ana de Victorias,Private HEIs,Negros Occidental,Victorias City,www.colegiodestaanadevictorias.com,(034) 399-3586; (034) 399-2830
06 - Western Visayas,Central Philippines State University - Victorias City Campus,SUC Satellite,Negros Occidental,Victorias City,www.cpsu.edu.ph,
06 - Western Visayas,ACLC College of Iloilo,Private HEIs,Iloilo,Iloilo City,www.amaes.edu.ph,(033) 338-1229; (033) 508-6871
06 - Western Visayas,Central Philippines State University-Hinigaran Campus,SUC Satellite,Negros Occidental,Hinigaran,www.cpsu.edu.ph,(034) 471-3425; 0916-7831942; 0917-6316664; 0905-4633069
06 - Western Visayas,West Visayas State University-Himamaylan Campus Extension,SUC Satellite,Negros Occidental,Himamaylan City,www.himamaylan.wvsu.edu.ph,(034) 388-3300
06 - Western Visayas,"West Visayas State University-College of Agriculture and Forestry, Lambunao",SUC Satellite,Iloilo,Lambunao,www.wvsu.edu.ph,(033) 396-2596; 0919-8037862
06 - Western Visayas,GSEF College,Private HEIs,Iloilo,Cabatuan,,(036) 540-8845
06 - Western Visayas,Advance Central College,Private HEIs,Antique,San Jose de Buenavista,www.advancecentralcollege.edu.ph,(036) 540-8845
06 - Western Visayas,CEDAR College,Private HEIs,Negros Occidental,Cadiz City,,(034) 493-1371
06 - Western Visayas,Southland College of Kabankalan City,Private HEIs,Negros Occidental,Kabankalan City,www.southlandcollege.edu.ph,(034) 746-7297; (034) 471-3280
06 - Western Visayas,St. Vincent College of Science and Technology,Private HEIs,Iloilo,Leganes,,(033) 396-2291; (033) 524-8081; 0916-4785439
06 - Western Visayas,Central Philippines State University-Candoni,SUC Satellite,Negros Occidental,Candoni,,0919-3727433; 0946-7484090; 0905-9224451
06 - Western Visayas,Central Philippines State University-Hinoba-an Campus,SUC Satellite,Negros Occidental,Hinoba-an,,0998-4228366
06 - Western Visayas,Central Philippines State University-Moises Padilla Campus,SUC Satellite,Negros Occidental,Moises Padilla,NA,0917-3199114; 0905-4557580
06 - Western Visayas,Saint John Mary Vianney Seminary College,Private HEIs,Negros Occidental,San Carlos City,,(034) 312-6682
06 - Western Visayas,Sacred Heart Seminary (Bacolod) School,Private HEIs,Negros Occidental,Bacolod City,,(034) 433-9826; (034) 433-9827; (034) 433-9826; (034)433-9827
06 - Western Visayas,Capiz State University-Dayao,SUC Satellite,Capiz,Roxas City,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,Capiz State University-Poblacion Mambusao,SUC Satellite,Capiz,Mambusao,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,Passi City College,LUCs,Iloilo,Passi City,,(033) 311-6087
06 - Western Visayas,Balete Community College,LUCs,Aklan,Balete,,(036) 272-3860; (036) 272-3811
06 - Western Visayas,Altavas College,LUCs,Aklan,Altavas,,(036) 269-1287; (036) 269-1059
06 - Western Visayas,Libacao College of Science and Technology,LUCs,Aklan,Libacao,,(036) 273-2224; (036) 273-2028; (036) 273-2099; (036) 267-3993
06 - Western Visayas,Hercor College,Private HEIs,Capiz,Roxas City,htttp:// hercorcollege.edu.ph,(036) 621-6897
06 - Western Visayas,Convention Baptist Bible College,Private HEIs,Negros Occidental,Bacolod City,www.cbbcbacolod.blogspot.com,(034) 446-0798; (034) 446-0799
06 - Western Visayas,STI College Kalibo,Private HEIs,Aklan,Kalibo,http://www.sti.edu/campuses.asp?id=69,(036) 268-3881; (036) 262-7958
06 - Western Visayas,Central Philippines State University-Ilog Campus,SUC Satellite,Negros Occidental,Ilog,www.cpsu.edu.ph,0917-3015565; 0917-3017060; (034) 471-3425; 0919-9942351
06 - Western Visayas,Capiz State University-Dumarao Campus,SUC Satellite,Capiz,Dumarao,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,ABE International Business College-Iloilo,Private HEIs,Iloilo,Iloilo City,http://www.abe.edu.ph/abe/,(033) 336-2515
06 - Western Visayas,St. Therese-MTC Colleges-Magdalo,Private HEIs,Iloilo,Iloilo City,,(033) 320-8434; (033) 320-8113
06 - Western Visayas,Capiz State University-Tapaz Campus,SUC Satellite,Capiz,Tapaz,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,Capiz State University-Pilar Campus,SUC Satellite,Capiz,Pilar,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,Central Philippines State University-Sipalay Campus,SUC Satellite,Negros Occidental,Sipalay City,www.cpsu.edu.ph,
06 - Western Visayas,Central Philippines State University-Cauayan Campus,SUC Satellite,Negros Occidental,Cauayan,None,0917-7247479
06 - Western Visayas,Integrated Midwives Association of the Philippines Foundation School of Midwifery,Private HEIs,Iloilo,Iloilo City,,(033) 329-74-55
06 - Western Visayas,ABE International Business College-Bacolod City,Private HEIs,Negros Occidental,Bacolod City,,(034) 468-0340; (034) 432-2485
06 - Western Visayas,Iloilo Science and Technology University-Barotac Nuevo Campus,SUC Satellite,Iloilo,Barotac Nuevo,www.wvcst.edu.ph,(033) 320-7190 loc 102; (033) 329-4274
06 - Western Visayas,Iloilo Science and Technology University-Dumangas Campus,SUC Satellite,Iloilo,Dumangas,wvcst.edu.ph,(033) 361-2667
06 - Western Visayas,Carlos Hilado Memorial State College-Alijis,SUC Satellite,Negros Occidental,Bacolod City,www.chmsc.edu.ph,(034) 432-0121; (034) 435-0670
06 - Western Visayas,St. Therese-MTC Colleges-La Fiesta,Private HEIs,Iloilo,Iloilo City,sttheresemtcc.com,(033) 336-1408; (033) 336-1383; (033) 337-9508; (033) 338-0044 loc. 101
06 - Western Visayas,St. Anne College of Iloilo,Private HEIs,Iloilo,Iloilo City,,(033) 321-6192; (033) 321-0776
06 - Western Visayas,Mater Dei College-Silay City,Private HEIs,Negros Occidental,Silay City,,(034) 495-2711
06 - Western Visayas,College of St. John-Roxas,Private HEIs,Capiz,Roxas City,www.collegeofstjohnroxas.com,(036) 621-5365; (036) 621-5688
06 - Western Visayas,Interface Computer College-Iloilo,Private HEIs,Iloilo,Iloilo City,www.Interface.edu.ph,(033) 337-7784
06 - Western Visayas,AMA Computer College-Iloilo,Private HEIs,Iloilo,Iloilo City,www.amaes.edu.ph,(033) 329-8886
06 - Western Visayas,AMA Computer College-Bacolod,Private HEIs,Negros Occidental,Bacolod City,http://www.ama.edu.ph/,(034) 434-7912; (034) 433-8537
06 - Western Visayas,Tañon College,Private HEIs,Negros Occidental,San Carlos City,,(034) 312-6239; (034) 729-9254; (034) 312-5290
06 - Western Visayas,Bacolod City College,LUCs,Negros Occidental,Bacolod City,,(034) 707-7469
06 - Western Visayas,Batan Integrated College of Technology,LUCs,Aklan,Batan,,(036) 271-2121;(036) 271-2021
06 - Western Visayas,Pandan Bay Institute,Private HEIs,Antique,Pandan,,(036) 278-9120
06 - Western Visayas,STI College Iloilo,Private HEIs,Iloilo,Iloilo City,www.sti.edu,(033) 320-7337; (033) 509-5154; 09989640649
06 - Western Visayas,Aklan State University-Makato,SUC Satellite,Aklan,Makato,www.asu.edu.ph,(036) 272-3923
06 - Western Visayas,Aklan State University-Ibajay Campus,SUC Satellite,Aklan,Ibajay,www.ibajay.asu.edu.ph,(036) 289-2181
06 - Western Visayas,Capiz State University-Sigma Campus,SUC Satellite,Capiz,Sigma,www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311
06 - Western Visayas,Northern Iloilo Polytechnic State College-Ajuy Campus,SUC Satellite,Iloilo,Ajuy,,(033) 392-0401; 0928-348-4240
06 - Western Visayas,Iloilo State College of Fisheries-Barotac Nuevo Campus,SUC Satellite,Iloilo,Barotac Nuevo,www.iscof.edu.ph,(033) 361-2369
06 - Western Visayas,Northern Iloilo Polytechnic State College-Lemery Campus,SUC Satellite,Iloilo,Lemery,nipsc_lemery@comyr.com,0927-7721791
06 - Western Visayas,West Visayas State University-Janiuay Campus,SUC Satellite,Iloilo,Janiuay,wvsu.edu.ph,(033) 317-1121; (033) 317-1894
06 - Western Visayas,Iloilo Science and Technology University-Main,SUC Main,Iloilo,Iloilo City,www.wvcst.edu.ph,(033) 320-7190 loc 102; (033) 329-4274
06 - Western Visayas,Western Institute of Technology,Private HEIs,Iloilo,Iloilo City,http://www.wit.edu.ph,(033) 320-1475; (033) 320-0902; (033) 320-9767; (033) 320-9853; (033) 320-1484; (033) 320-0259;  (033) 508-7151
06 - Western Visayas,West Visayas State University-Main,SUC Main,Iloilo,Iloilo City,http://www.wvsu.edu.ph,(033) 320-0870 to77; (033) 320-0879; (033) 320-7793
06 - Western Visayas,STI West Negros University,Private HEIs,Negros Occidental,Bacolod City,"www.sti.edu.ph ",(034) 433-3688; (034) 434-4561
06 - Western Visayas,VMA Global College,Private HEIs,Negros Occidental,Bacolod City,http//www.vma.edu.ph,(034) 444-2565; (034) 444-1090; (034) 444-1092
